270318_1,長崎県,2月,6,27,3,18,定例,平成27年2月定例会−03月18日−06号,null,,,,平成２７年　　２月　定例会,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2705975,平成27年2月定例会−03月18日−06号.html,
270318_2,長崎県,2月,6,27,3,18,定例,平成27年2月定例会−03月18日−06号,null,,,,平成２７年２月定例会　　　　　　　　　　　　　　　平成２７年３月１８日,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2705975,平成27年2月定例会−03月18日−06号.html,
270318_3,長崎県,2月,6,27,3,18,定例,平成27年2月定例会−03月18日−06号,null,,,,　　　　　　　　　　　　　　　議事日程,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2705975,平成27年2月定例会−03月18日−06号.html,
270318_4,長崎県,2月,6,27,3,18,定例,平成27年2月定例会−03月18日−06号,null,,,,　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　第２４日目,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2705975,平成27年2月定例会−03月18日−06号.html,
270318_5,長崎県,2月,6,27,3,18,定例,平成27年2月定例会−03月18日−06号,null,,,,−−−−−−−−−−−−−−−−−−−−−−−−−−−−−−−−−−−,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2705975,平成27年2月定例会−03月18日−06号.html,
270318_6,長崎県,2月,6,27,3,18,定例,平成27年2月定例会−03月18日−06号,null,,,,　　１　開議,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2705975,平成27年2月定例会−03月18日−06号.html,
270318_7,長崎県,2月,6,27,3,18,定例,平成27年2月定例会−03月18日−06号,null,,,,　　２　発議第１８２号及び発議第１８３号、質疑・討論、採決,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2705975,平成27年2月定例会−03月18日−06号.html,
270318_8,長崎県,2月,6,27,3,18,定例,平成27年2月定例会−03月18日−06号,null,,,,　　３　第６５号議案及び第６６号議案、質疑・討論、採決,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2705975,平成27年2月定例会−03月18日−06号.html,
270318_9,長崎県,2月,6,27,3,18,定例,平成27年2月定例会−03月18日−06号,null,,,,　　４　委員長審査結果報告、質疑・討論、採決,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2705975,平成27年2月定例会−03月18日−06号.html,
270318_10,長崎県,2月,6,27,3,18,定例,平成27年2月定例会−03月18日−06号,null,,,,　　５　決議上程、質疑・討論、採決,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2705975,平成27年2月定例会−03月18日−06号.html,
270318_11,長崎県,2月,6,27,3,18,定例,平成27年2月定例会−03月18日−06号,null,,,,　　６　発議第１８４号上程、質疑・討論、採決,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2705975,平成27年2月定例会−03月18日−06号.html,
270318_12,長崎県,2月,6,27,3,18,定例,平成27年2月定例会−03月18日−06号,null,,,,　　７　議会閉会中委員会付託事件の採決,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2705975,平成27年2月定例会−03月18日−06号.html,
