75633,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,これより本日の会議を開きます。,,null,iwate_264_第８号（３月23日）_1.txt
75634,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,諸般の報告,,null,iwate_264_第８号（３月23日）_1.txt
75635,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,日程に入るに先立ち、諸般の報告をいたします。,,null,iwate_264_第８号（３月23日）_1.txt
75636,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,知事から、議案等の提出がありました。,,null,iwate_264_第８号（３月23日）_1.txt
75637,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,それぞれお手元に配付いたしてありますから、御了承願います。,,null,iwate_264_第８号（３月23日）_1.txt
75638,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,〔参照〕,,null,iwate_264_第８号（３月23日）_1.txt
75639,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,財　第　215　号　,,null,iwate_264_第８号（３月23日）_1.txt
75640,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,平成27年３月20日　,,null,iwate_264_第８号（３月23日）_1.txt
75641,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,岩手県議会議長　千　葉　　　伝　様,,null,iwate_264_第８号（３月23日）_1.txt
75642,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,岩手県知事　達　増　拓　也　,,null,iwate_264_第８号（３月23日）_1.txt
75643,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,議案等の送付について,,null,iwate_264_第８号（３月23日）_1.txt
75644,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,平成27年２月17日開会の岩手県議会定例会に提出する下記の議案及び報告を別添のとおり送付します。,,null,iwate_264_第８号（３月23日）_1.txt
75645,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,記,,null,iwate_264_第８号（３月23日）_1.txt
75646,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,【議　案】,,null,iwate_264_第８号（３月23日）_1.txt
75647,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,議案第138号　大船渡港永浜・山口地区ほか陸こう設備工事の請負契約の締結に関し議決を求めることについて,,null,iwate_264_第８号（３月23日）_1.txt
75648,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,議案第139号　大船渡港野々田地区海岸防潮堤工事の請負契約の締結に関し議決を求めることについて,,null,iwate_264_第８号（３月23日）_1.txt
75649,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,議案第140号　両石漁港海岸防潮堤災害復旧工事の請負契約の締結に関し議決を求めることについて,,null,iwate_264_第８号（３月23日）_1.txt
75650,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,議案第141号　田老漁港海岸防潮堤災害復旧工事の請負契約の締結に関し議決を求めることについて,,null,iwate_264_第８号（３月23日）_1.txt
75651,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,議案第142号　吉里吉里漁港海岸防潮堤災害復旧工事の請負契約の締結に関し議決を求めることについて,,null,iwate_264_第８号（３月23日）_1.txt
75652,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,議案第143号　門の浜漁港海岸防潮堤災害復旧工事の請負契約の締結に関し議決を求めることについて,,null,iwate_264_第８号（３月23日）_1.txt
75653,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,【報　告】,,null,iwate_264_第８号（３月23日）_1.txt
75654,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,報告第４号	岩手県信用保証協会が行う保証債務に係る求償権の放棄等の承認に関する報告について,,null,iwate_264_第８号（３月23日）_1.txt
75655,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,〔議案及び報告の登載省略〕,,null,iwate_264_第８号（３月23日）_1.txt
75656,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,次に、発議案18件が提出になっております。,,null,iwate_264_第８号（３月23日）_1.txt
75657,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,お手元に配付いたしてありますから、御了承願います。,,null,iwate_264_第８号（３月23日）_1.txt
75658,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,発議案第２号,,null,iwate_264_第８号（３月23日）_1.txt
75659,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,平成27年３月19日　,,null,iwate_264_第８号（３月23日）_1.txt
75660,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,　岩手県議会議長　千　葉　　　伝　様,,null,iwate_264_第８号（３月23日）_1.txt
75661,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,環境福祉委員会委員長　及　川　あつし　,,null,iwate_264_第８号（３月23日）_1.txt
75662,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,　　　年金積立金の適正運用の確保についての意見書,,null,iwate_264_第８号（３月23日）_1.txt
75663,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,　地方自治法第109条第６項及び岩手県議会会議規則第14条第２項の規定により、標記の意見書案を別紙のとおり提出します。,,null,iwate_264_第８号（３月23日）_1.txt
75664,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,〔参照〕,,null,iwate_264_第８号（３月23日）_1.txt
75665,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,平成27年３月23日　,,null,iwate_264_第８号（３月23日）_1.txt
75666,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,衆議院議長,,null,iwate_264_第８号（３月23日）_1.txt
75667,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,参議院議長,,null,iwate_264_第８号（３月23日）_1.txt
75668,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,内閣総理大臣　様,,null,iwate_264_第８号（３月23日）_1.txt
75669,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,内閣官房長官,,null,iwate_264_第８号（３月23日）_1.txt
75670,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,財務大臣,,null,iwate_264_第８号（３月23日）_1.txt
75671,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,厚生労働大臣,,null,iwate_264_第８号（３月23日）_1.txt
75672,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,盛岡市内丸10番１号,,null,iwate_264_第８号（３月23日）_1.txt
75673,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,岩手県議会議長　千　葉　　　伝,,null,iwate_264_第８号（３月23日）_1.txt
75674,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,年金積立金の適正運用の確保についての意見書,,null,iwate_264_第８号（３月23日）_1.txt
75675,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,年金積立金について、長期的な観点からの安全かつ確実な運用を堅持するよう強く要望する。,,null,iwate_264_第８号（３月23日）_1.txt
75676,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,理由,,null,iwate_264_第８号（３月23日）_1.txt
75677,岩手県,第18回,8,27,3,23,定例,第18回岩手県議会定例会,null,議長,千葉伝,議長,我が国では、公的年金は高齢者世帯の収入の７割を占め、６割の高齢者世帯が年金収入だけで生活している。,,null,iwate_264_第８号（３月23日）_1.txt
