6790	%、	29
18258	%か	6
2585	%が	9
8411	%で	12
3918	%と	28
8166	%に	26
14763	%の	65
2486	%へ	10
451	%を	13
17685	%以	6
330	%削	4
7354	%前	6
5186	%増	19
6622	%引	12
4787	%減	5
4087	(0	148
19000	(F	4
1574	(〃	97
272	(「	126
14987	(な	4
21060	(の	14
18267	(サ	4
14989	(上	5
13410	(予	9
20789	(事	6
19916	(以	9
660	(仮	24
14227	(全	15
21093	(公	4
10774	(出	31
6892	(別	5
10364	(前	4
4023	(原	8
15569	(参	7
5414	(各	6
15864	(名	50
3011	(固	153
1214	(地	4
525	(報	7
15490	(多	8
21543	(委	8
16616	(学	4
11966	(常	4
14842	(意	67
12726	(拍	391
14629	(提	6
18211	(文	5
5643	(施	6
12741	(書	9
12712	(最	4
7403	(月	6
7221	(期	5
6605	(木	5
9244	(条	4
13000	(案	73
1221	(水	8
12113	(環	4
7660	(申	4
21563	(発	7
20795	(登	79
6000	(県	8
18999	(知	18
3914	(第	201
6895	(経	7
16215	(総	10
5557	(規	4
21378	(議	46
13399	(賛	117
20734	(起	9
13949	(都	4
17426	(金	6
20302	(関	13
13538	)(	18
9002	)0	5
6273	)│	41
8012	)、	13
309	)〃	22
11269	)」	24
1561	)〔	14
4248	)〜	8
15587	)が	5
15598	)そ	4
14843	)で	8
2778	)と	4
13412	)な	5
13560	)に	51
5708	)の	83
9431	)は	14
21894	)ほ	5
7107	)を	18
8885	)予	4
3126	)午	6
16482	)去	5
622	)及	9
20429	)可	13
11547	)同	36
16450	)名	32
14631	)固	32
10338	)報	6
11209	)工	4
3696	)巻	7
13760	)御	5
9122	)本	8
4955	)略	6
3981	)登	18
338	)県	4
7600	)私	11
17762	)第	16
14226	)総	6
3547	)議	27
20374	)附	5
8774	*採	5
7045	,0	275
980	,「	4
16500	,い	17
14386	,お	15
21511	,こ	27
6109	,さ	15
7691	,そ	40
20113	,ま	12
310	,ス	11
6713	,一	10
677	,不	8
14330	,中	10
14707	,予	4
8672	,事	6
5266	,人	5
21250	,今	14
4747	,企	4
11754	,児	5
12151	,全	21
10130	,出	4
8103	,利	5
13636	,原	19
19378	,去	6
12817	,各	10
11531	,名	4
12130	,固	93
18273	,国	21
16847	,土	4
11759	,地	40
9303	,基	4
1475	,報	11
8608	,多	4
1089	,大	8
17642	,委	13
13002	,子	10
20430	,学	8
7715	,家	7
9338	,審	4
14004	,小	6
12844	,差	6
11808	,市	14
16179	,広	6
1970	,後	4
4472	,御	13
11263	,循	4
1076	,慎	7
97	,所	24
10785	,採	7
13491	,提	7
17959	,教	16
19531	,新	12
14619	,施	4
16569	,昨	11
5195	,晴	4
4500	,本	42
2111	,権	5
3160	,歳	5
6487	,深	4
2750	,特	5
3826	,現	5
21811	,環	4
2852	,生	4
1142	,産	4
9053	,申	4
5085	,発	8
10593	,直	4
15718	,県	64
13167	,知	10
734	,私	5
17015	,第	14
15577	,総	20
6047	,自	4
11455	,行	5
5712	,補	5
14665	,設	5
3749	,調	5
6003	,請	6
1057	,警	4
3831	,議	39
15710	,農	10
11607	,運	4
8845	,関	15
5986	,陳	10
3801	,高	4
6657	--	178
17697	-0	19
20679	-◇	10
19614	-質	4
5902	..	64
2612	.0	115
20219	.地	4
7395	.日	7
15753	.知	5
14368	.議	21
5655	.閉	4
8207	/p	7
16541	/t	21
20088	0"	16
12459	0%	201
5912	0(	6
16498	0)	103
17551	0,	260
19533	0.	214
8605	00	3584
221	0:	7
15600	0>	21
18644	0~	4
14131	0−	5
5422	0│	38
11302	0、	374
2487	0〃	4
6288	0〇	25
1989	0「	7
20028	0」	4
19006	0か	38
11529	0が	4
17606	0こ	15
631	0そ	5
2030	0た	10
3484	0つ	82
4199	0で	6
19998	0と	17
7182	0に	135
1517	0の	145
3953	0は	43
2923	0ほ	5
20306	0ま	20
10178	0を	37
3692	0エ	4
21908	0カ	93
6537	0キ	40
5295	0コ	6
19127	0セ	4
5289	0ッ	14
13553	0ト	14
21111	0パ	21
19021	0プ	4
13292	0ヘ	13
5852	0ペ	17
7178	0メ	14
16166	0ヶ	11
4667	0ー	6
21744	0一	7
8436	0丁	8
185	0世	8
16182	0両	4
713	0乙	7
13334	0事	18
21076	0交	9
3417	0人	362
7753	0介	4
19105	0代	15
16322	0以	14
14454	0件	753
2072	0企	6
5855	0会	29
5840	0位	23
2871	0体	4
17509	0余	33
4448	0保	6
8096	0倍	34
2255	0健	5
8718	0児	4
20026	0党	4
17829	0公	8
14425	0内	5
4673	0円	603
2102	0分	157
8534	0別	10
16152	0制	19
2668	0割	94
15803	0労	4
15822	0医	5
7301	0原	57
5052	0及	18
4732	0台	10
6715	0号	4099
19144	0各	6
11777	0名	163
11405	0君	5
21475	0周	5
21376	0品	8
1185	0商	6
12315	0回	171
15481	0団	13
896	0固	31
2979	0国	11
16666	0土	10
10500	0地	27
19050	0基	4
12586	0多	7
10046	0大	7
1949	0委	30
19491	0子	15
18506	0学	18
8427	0対	7
11597	0局	5
17383	0巡	6
2368	0工	5
17770	0市	28
6527	0常	9
21956	0平	11
20207	0年	2900
16767	0庁	4
12150	0床	4
1008	0度	38
3557	0庫	5
8528	0意	10
5455	0戸	8
7999	0教	9
3368	0新	4
2592	0施	9
16333	0日	968
11120	0時	154
11684	0月	782
14756	0期	81
12469	0本	25
14744	0条	459
18641	0枚	4
7718	0校	10
5101	0案	16
7926	0極	9
5374	0様	6
12535	0橋	8
7733	0次	77
19686	0款	98
17750	0歩	10
2417	0歳	66
7937	0決	7
1017	0法	8
22037	0災	6
7816	0点	94
5928	0特	13
17819	0環	7
12620	0生	5
20127	0町	4
10207	0番	1082
7280	0病	4
15590	0発	24
1144	0目	17
16092	0県	35
1335	0社	20
7762	0票	5
12782	0種	4
3600	0第	127
11016	0筆	6
15516	0箇	6
2348	0級	6
8385	0総	11
12920	0者	7
7043	0職	4
13822	0自	8
12198	0表	36
14884	0要	7
7460	0請	13
7124	0警	10
1358	0議	199
3619	0軒	5
20901	0農	16
20077	0追	11
21765	0道	5
10924	0都	12
11961	0重	13
1389	0閉	9
22017	0防	4
1127	0陳	4
7073	0頁	4
893	0項	262
4173	0高	7
6547	:0	7
16492	</	31
19022	<p	7
22032	<t	668
12353	=0	22
20575	=t	11
20646	>(	9
2421	>0	14
15857	>┌	7
9845	>◯	9
15963	>人	6
12229	>付	9
16034	>件	14
21184	>原	88
149	>可	9
10888	>固	138
8697	>契	20
12037	>委	4
10482	>審	7
1203	>意	6
20364	>提	11
17365	>改	6
19976	>文	9
19480	>本	7
10125	>環	6
5604	>番	7
5062	>発	6
10322	>知	9
1771	>第	187
5397	>総	8
18237	>職	6
13209	>議	13
3351	>離	4
8040	?0	4
18835	A固	9
19380	A型	4
3764	B型	4
10090	CD	5
11732	CO	8
19959	CV	6
21729	Cに	4
10697	DC	6
140	DV	7
10035	EC	5
9022	ED	4
20907	FC	6
17007	Fに	4
19436	GP	6
6121	IC	5
3095	IF	6
15905	IT	4
7253	Iタ	11
18068	JA	19
1528	JR	17
263	M0	9
8078	NP	12
1483	O0	5
8016	OB	8
2332	OE	5
5408	O法	7
14750	PI	6
21509	PM	9
7818	PO	11
8442	PP	37
17695	PR	37
16927	PT	5
7325	PZ	6
681	Pは	5
10949	P交	16
965	Rす	8
20658	Rに	6
19183	Rを	11
9939	R固	13
13008	TP	38
5464	UI	8
6678	UP	6
8196	V)	4
18657	Wi	4
2761	Xバ	4
5729	[「	16
21321	[賛	10
2455	ab	21
7074	al	14
8394	an	22
3974	bl	21
11266	co	7
13551	d>	566
20057	dr	15
12095	dv	9
11642	e>	35
11149	gn	14
11096	h>	69
13469	hc	6
15697	ig	14
20224	le	21
12388	li	14
22033	ls	7
11815	n=	36
3704	ol	7
9578	op	11
2988	ow	15
16808	p>	9
2786	pa	22
3369	pr	14
19525	re	14
9799	ro	15
15589	sp	22
13468	ta	21
2898	td	593
17536	th	77
20048	to	12
14872	va	11
3380	ws	15
18297	~0	4
14819	~~	55
14794	~第	6
3247	~議	4
10860	——	54
11494	—◆	15
1009	――	89
21839	―○	9
15722	―☆	16
2924	―固	6
10538	−0	10
15433	−−	12
16583	−固	6
3726	─0	5
8068	──	715
12886	─┐	26
14730	─┘	26
17792	─┤	67
11799	─┬	32
22136	─┴	26
5675	─┼	61
21263	─・	10
13657	─名	8
18061	─固	9
1586	━━	96
3115	│(	20
5140	│0	34
4240	││	257
21199	│○	32
1339	│〃	13
11024	│「	6
5848	│つ	6
17926	│て	4
5477	│の	6
18003	│不	9
16427	│事	5
17065	│件	25
3952	│係	4
4829	│区	6
3512	│原	68
15364	│可	62
16278	│号	10
15144	│名	10
15446	│固	126
7076	│審	18
3416	│意	8
5442	│採	9
9286	│番	6
21587	│第	138
8695	│結	7
1549	│継	8
4837	│請	15
18044	│議	9
6592	│願	9
15375	┌─	26
859	└─	26
10566	┘<	7
19696	├─	67
743	┤│	6
9596	┬─	32
20630	┴─	26
5711	┼─	61
3906	△0	26
3018	△委	5
14857	△意	4
13798	△日	4
4395	△知	6
4712	△討	5
4802	△請	6
8670	△議	16
9353	△陳	5
1059	◆—	15
18051	◆・	15
14409	◆名	40
13373	◇-	10
20416	○―	9
10234	○│	32
21661	○名	93
21642	○採	5
17796	◎意	4
17777	◎日	6
17331	◎議	4
5102	◯委	9
20783	☆―	16
8129	、(	4
18818	、0	953
6480	、C	5
555	、J	4
2333	、P	9
2935	、│	4
13998	、「	727
20872	、『	8
4785	、あ	136
5376	、い	415
19752	、う	8
1766	、お	256
14443	、か	48
10127	、が	14
11568	、き	19
16849	、ぎ	4
14453	、く	10
1782	、ぐ	11
2542	、こ	1159
6157	、ご	99
7981	、さ	332
7935	、し	64
16262	、す	38
18731	、せ	4
4189	、ぜ	12
16307	、そ	1189
13459	、た	121
12934	、ち	6
3485	、つ	20
12188	、で	15
651	、と	36
17715	、ど	129
21104	、な	40
4730	、に	7
1345	、は	8
4937	、ひ	32
1589	、ふ	28
11791	、へ	6
20370	、ほ	22
9446	、ま	451
8493	、み	23
3079	、む	10
5892	、め	4
16497	、も	42
9299	、や	26
8356	、ゆ	5
4772	、よ	134
13306	、わ	11
1196	、ア	27
13392	、イ	34
13101	、ウ	6
1400	、エ	43
12337	、オ	23
16171	、カ	8
6206	、キ	10
17899	、ギ	4
6223	、ク	4
3208	、グ	21
9757	、ケ	4
8806	、コ	35
573	、サ	32
13269	、シ	10
8033	、ジ	10
43	、ス	59
19080	、セ	7
20018	、ソ	5
11022	、タ	4
16331	、ダ	8
21143	、チ	14
5595	、テ	29
18826	、デ	20
3081	、ト	17
2115	、ド	15
12435	、ニ	4
2903	、ノ	4
19081	、ハ	9
18079	、バ	17
18216	、パ	21
13977	、フ	19
21132	、ブ	10
6694	、プ	36
19408	、ヘ	18
6583	、ホ	11
10376	、ボ	8
9552	、マ	14
8340	、メ	8
5265	、ラ	18
1424	、リ	41
13004	、レ	4
11242	、ワ	6
5727	、一	354
6270	、万	15
12670	、三	28
11198	、上	35
