3729	!	8
3798	"	16
5529	">(	2
72	%	194
935	%、	28
665	(	1682
1829	(〃)	97
414	(「	125
412	)	1787
5029	)(	18
6232	)<	3
5044	)[	2
1089	)│	26
4966	)││	9
7278	)││││	4
3618	)、	12
6985	)〃〃〃	21
114	)」	22
5372	)」、	2
2306	)〔	14
218	)〜(	8
7357	*	27
5922	+	4
8039	,	773
1430	,「	4
7008	-	2
6192	-(	2
1671	--	28
5211	----	138
7475	----◇----	10
1505	.	216
4184	....	64
4104	0	11652
7266	:	7
5544	<	700
7004	=	38
5580	="	2
2138	>	685
6687	>(	8
1594	><	3
1814	>┌	7
3698	>◯	9
1916	?	7
782	A	10
1776	ASEAN	2
4471	B	6
4038	BR	3
1737	CLT	3
802	CO	3
3335	DBS	2
2565	DC	6
227	DV	7
3688	E	2
6	EV	3
3438	FCV	6
7936	GDP	3
7171	GPIF	6
6667	HEMS	2
536	I	3
573	IGR	2
7099	IT	2
2284	JA	19
2258	JR	17
3234	LCC	2
6031	LED	2
4036	MICE	2
4454	MTBI	2
5367	NPO	11
7838	O	14
2818	OB	8
1272	OECD	5
1934	PFI	2
5777	PKO	2
7200	PM	9
7012	PR	37
598	PT	4
5455	R	2
2252	SNS	2
6483	STOP	2
5911	TD	3
1422	TDvalign	2
4938	TPA	2
595	TPP	37
6223	Tokyo	2
1727	U	4
8075	UI	8
709	UPZ	6
3141	Wi	3
4684	X	4
7710	[	27
384	[「	16
3122	]	43
2704	]<	2
5738	center	3
7516	height	2
1768	nd	2
1136	pre	14
888	table	21
4252	td	566
2438	tdalign	3
2195	tdrowspan	15
8026	tdvalign	9
1481	th	69
5612	thcolspan	6
143	top	11
1653	width	2
1601	|	8
7032	~	12
2185	~~~~	55
7121	————	39
565	————◆	15
2757	―	6
1485	――	89
6602	−	20
6379	−−	12
7707	─	733
7206	━━━━	96
7151	│	256
4594	│(	5
6260	││	114
5464	││(	6
5876	││││	125
222	││││(	3
5834	││││〃│	4
3716	│││○│(	5
82	│││○││	10
1023	│││○│〃│	2
5251	│○│││	7
6237	│○│││〃│	6
7738	│「	6
1456	┌	19
4403	┐	29
5349	└	26
6225	┘	22
7246	┘<	7
5413	├	70
4058	┤	61
1067	┤│	6
3037	┬	32
4022	┴	26
2790	┼	61
7506	△	98
439	◆	41
6309	◆————	15
2835	○	118
6932	◎	20
2247	●	16
6868	◯	4
6101	☆	16
7771	、	15906
5128	〃	71
6397	〃----	2
5139	々	2
1112	〇	19
844	〇%	20
1927	〈	17
2774	〉	17
7142	「	1723
2642	「(	2
5571	」	1904
1778	」)	20
2894	『	37
5158	』	36
2167	【	79
2727	】	79
6645	〓	13
458	〔	1053
7191	〕	993
6708	〕(	74
1894	〜	3
558	あ	12
476	あい	6
2165	あいさつ	8
4169	あえて	3
148	あおり	2
2187	あおる	7
337	あき	7
1613	あくまで	9
7084	あくまでも	4
6825	あげ	5
3330	あげる	2
6719	あす	2
7620	あたかも	2
2595	あっ	264
4467	あっせん	3
8009	あつ	2
809	あつし	11
2098	あて	27
7983	あと	10
1559	あなた	24
750	あの	10
3401	あふれ	7
3500	あふれる	3
8055	あまた	2
6193	あめ	2
5817	あら	5
2391	あらかじめ	4
3222	あらゆる	37
4282	あらわす	4
3400	あらわれ	11
7568	あらわれる	2
1554	あり	6062
3435	ありがたい	5
7813	ありがとう	178
4692	あり方	108
1705	ある	1790
2556	あるいは	44
1412	ある程度	6
6947	あれ	45
2380	あろ	14
6763	あわせ	101
2866	あん	6
192	い	1210
3443	いい	27
132	いう	29
2504	いえ	17
766	いか	50
1012	いかが	9
1408	いかなる	8
1252	いかに	22
1478	いかにも	2
1880	いき	164
6105	いきいき	11
1580	いく	601
4296	いけ	15
5781	いける	17
4944	いけれ	2
7724	いこ	6
1183	いささか	3
3239	いし	2
139	いじめ	67
2592	いずれ	347
435	いそ	2
7112	いたさ	5
6987	いたし	3439
1324	いたす	8
2897	いただい	69
474	いただき	587
3052	いただく	110
5045	いただけ	2
1535	いただける	4
5686	いただけれ	3
4640	いち	6
886	いち早く	7
2981	いっ	22
3010	いっぱい	7
1795	いつ	12
1178	いつも	6
1887	いのち	3
3738	いま	174
5959	いまだ	39
1782	いまだに	9
2113	いよいよ	31
3975	いらっしゃい	5
7173	いる	1821
88	いれ	3
193	いろいろ	21
3195	いろんな	3
4933	いわ	13
6200	いわく	2
5290	いわば	2
5850	いわゆる	73
4749	う	496
3723	うえ	6
0	うたっ	4
3809	うたわ	2
7761	うち	385
1579	うつくし	2
6635	うどん	2
1030	うま	4
4844	うまい	2
4822	うまく	7
2124	うるま	2
6906	うれしい	2
5235	え	22
575	お	741
846	おい	6
3634	おいしい	4
5885	おいで	2
5046	おおい	6
2583	おおむね	15
6890	おおよそ	2
2029	おか	228
6795	おかげ	12
3921	おかしい	2
120	おき	98
2358	おく	9
6857	おくれ	20
1131	おくれる	4
3302	おこし	4
4368	おさめる	3
7137	おっしゃっ	7
2062	おと	2
454	おのおの	2
102	おのずと	3
6959	おはよう	22
6058	おぼつかない	2
5742	おまけ	4
8063	おめでとう	10
5773	おもてなし	18
2473	おもり	2
3139	およそ	8
6073	および	90
4302	おら	70
7343	おり	1479
1389	おる	9
5500	おろし	2
4422	おわび	3
1058	おん	5
2287	お世話	20
4964	お互い	8
759	お力	2
1269	お受け取り	4
3800	お客様	4
5693	お待ち	4
5174	お疲れさま	7
5849	お知らせ	2
708	お礼	69
3913	お祈り	54
2191	お答え	4
1390	お茶	4
7089	お許し	13
6039	お話	8
4297	お金	12
3320	お願い	330
1604	か	1382
4801	かい	2
3215	かえ	8
7442	かえさ	7
6804	かえって	3
6673	かえる	4
5407	かかっ	7
7054	かから	2
1771	かかり	2
3504	かかりつけ	3
3021	かかる	32
1599	かかれ	2
7538	かかれる	4
1680	かかわっ	5
1381	かかわら	76
219	かかわり	12
6170	かかわる	46
6296	かがやけ	3
3996	かく	2
2684	かけ	39
580	かける	15
4768	かけ声	2
6845	かけ離れ	4
7490	かご	15
4129	かさ	2
7682	かじ	2
6707	かたくな	3
5884	かち	2
3988	かち取っ	2
8040	かち取ら	5
1257	かつ	138
4553	かつて	10
1153	かな	3
4040	かない	3
5886	かなう	5
5811	かなえ	2
6855	かなえる	3
5239	かなっ	3
7578	かなめ	6
7754	かなり	9
2702	かね	49
2629	かねてから	3
7599	かねる	2
4091	かも	4
1527	かや	15
1489	から	3138
4864	かり	9
5844	かわっ	2
5453	かわり	3
1826	かん	5
7011	か年	2
2947	か所	5
2120	が	7104
264	がい	7
269	がけ	2
829	がた	5
499	がたい	9
2337	がち	2
5071	がっちり	2
1683	がん	31
3303	がんばら	3
402	き	514
1184	きずな	5
2501	きた	2
7942	きたし	2
6392	きちんと	11
3871	きっかけ	7
7091	きっちり	2
3964	きっぱり	6
4109	きめ	7
2787	きめ細か	21
6113	きめ細かい	7
2043	きめ細かく	5
7306	きもの	2
1564	きょう	9
133	きれい	3
2789	きわまり	7
1297	きわみ	2
1495	ぎふ	13
8072	ぎりぎり	3
2175	く	4
5669	くぐり抜け	2
7071	くし	3
7742	ください	18
2681	くに	4
601	くま	13
508	くらい	15
1225	くらし	15
1420	くる	39
1465	くれ	15
3720	くれぐれも	5
2164	くれる	3
4587	ぐち	15
3392	ぐらい	11
5977	ぐるみ	13
5221	ぐんま	9
4746	ぐんまちゃん	3
5830	ぐんまの	6
6807	け	5
2895	けい	10
7663	けが	3
7518	けど	5
924	けれども	38
1752	けん	4
736	こ	39
4364	こい	4
2142	こう	14
5704	こういう	8
3791	こうした	191
128	こうして	2
2162	こうじ	2
1723	こうむる	2
1327	ここ	110
2590	こころ	3
4106	こせ	2
7990	こそ	100
3934	こぞって	3
2527	こたえ	4
1261	こだわる	2
7601	こと	4260
3835	ことし	26
487	こども	61
3683	この	1274
6295	このほど	4
2657	この間	70
7547	これ	1459
5910	これから	76
7463	これら	218
6424	ころ	8
2249	こんな	8
3363	こんにちは	3
6964	ご	380
1593	ござい	538
2985	ごと	90
2270	ごとく	2
4772	ごまかし	2
5428	ごみ	4
4862	ごろ	5
4624	ご苦労	3
4551	ご苦労さま	2
7028	さ	3480
2135	さえ	14
234	さき	40
2318	ささげ	3
6717	さし	2
3764	させ	44
617	させる	7
224	さて	71
3309	さまざま	180
5970	さよう	46
3616	さら	53
6443	さらさ	2
1207	さらなる	65
168	さらに	396
2432	ざき	8
4831	ざきの	2
966	ざる	55
2206	し	5488
6480	しいたけ	6
2909	しか	41
4227	しかし	154
6436	しかしながら	45
6184	しかも	30
5725	しかる	3
7469	しき	2
2868	しげき	2
2542	したがい	7
1016	したがって	31
4003	しっかり	189
7656	しなやか	7
