230513_1,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,平成２３年　　５月　臨時会,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_2,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　　　　　　　　　　　　　　　　　目次,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_3,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,第１日（５月１３日）本会議,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_4,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、議事日程………………………………………………………………………………… ,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_5,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、出席議員………………………………………………………………………………… ,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_6,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、説明のため出席した者………………………………………………………………… ,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_7,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、開会……………………………………………………………………………………… ,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_8,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、臨時議長紹介…………………………………………………………………………… ,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_9,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、議席の決定……………………………………………………………………………… ,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_10,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、知事招集あいさつ……………………………………………………………………… ,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_11,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、各幹部職員紹介………………………………………………………………………… ,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_12,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、会期決定………………………………………………………………………………… ,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_13,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、会議録署名議員指名…………………………………………………………………… ,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_14,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、議長選挙………………………………………………………………………………… ,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_15,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、議長紹介………………………………………………………………………………… ,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_16,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、議長あいさつ…………………………………………………………………………… ,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_17,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、副議長選挙……………………………………………………………………………… ,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_18,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、副議長紹介……………………………………………………………………………… ,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_19,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、副議長あいさつ………………………………………………………………………… ,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_20,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、休憩……………………………………………………………………………………… ,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_21,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、再開……………………………………………………………………………………… ,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_22,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、常任委員会、議会運営委員会委員及び正副委員長選任…………………………… ,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_23,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、「離島・半島地域振興特別委員会」、「経済雇用・災害対策特別委員会」、「アジア・国際戦略特別委員会」・設置…………………………………………………………… ,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_24,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、各特別委員会委員及び正副委員長選任……………………………………………… ,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_25,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、「農水経済委員会」及び「予算特別委員会」並びに「離島・半島地域振興特別委員会」委員の辞任許可の件を日程に追加……………………………………………………… ,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_26,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、宮内雪夫議員から、上記、委員を辞任したい旨の申し出…………………………,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_27,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、上記、辞任許可・決定…………………………………………………………………,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
230513_28,長崎県,5月,1,23,5,13,臨時,平成23年5月臨時会−05月13日−目次,null,,,,　一、有明海自動車航送船組合議会議員選挙………………………………………………,0,http://www.kaigiroku.net/kensaku/cgi-bin/WWWdispNitteiunit.exe?A=dispNitteiunit&RA=frameNittei&USR=nagsakk&H=2305477,平成23年5月臨時会−05月13日−目次.html,
