230509_1,長野県,平成２３年５月,1,23,5,9,臨時,平成２３年５月臨時会本会議05月09日-目次,,,,,平成２３年　５月臨時会本会議,,,
230509_2,長野県,平成２３年５月,1,23,5,9,臨時,平成２３年５月臨時会本会議05月09日-目次,,,,,第375回長野県議会（臨時会）会議録目次,,,
230509_3,長野県,平成２３年５月,1,23,5,9,臨時,平成２３年５月臨時会本会議05月09日-目次,,,,,５月９日（月曜日）,,,
230509_4,長野県,平成２３年５月,1,23,5,9,臨時,平成２３年５月臨時会本会議05月09日-目次,,,,,応招議員の席次及び氏名…………………………………………………………………………………………1,,,
230509_5,長野県,平成２３年５月,1,23,5,9,臨時,平成２３年５月臨時会本会議05月09日-目次,,,,,開　　会　午後４時２分,,,
230509_6,長野県,平成２３年５月,1,23,5,9,臨時,平成２３年５月臨時会本会議05月09日-目次,,,,,県理事者の紹介……………………………………………………………………………………………………6,,,
230509_7,長野県,平成２３年５月,1,23,5,9,臨時,平成２３年５月臨時会本会議05月09日-目次,,,,,議席の決定…………………………………………………………………………………………………………8,,,
230509_8,長野県,平成２３年５月,1,23,5,9,臨時,平成２３年５月臨時会本会議05月09日-目次,,,,,会議録署名議員決定の件…………………………………………………………………………………………8,,,
230509_9,長野県,平成２３年５月,1,23,5,9,臨時,平成２３年５月臨時会本会議05月09日-目次,,,,,会期決定の件………………………………………………………………………………………………………8,,,
230509_10,長野県,平成２３年５月,1,23,5,9,臨時,平成２３年５月臨時会本会議05月09日-目次,,,,,延　　会　午後４時９分,,,
230509_11,長野県,平成２３年５月,1,23,5,9,臨時,平成２３年５月臨時会本会議05月09日-目次,,,,,５月10日（火曜日）,,,
230509_12,長野県,平成２３年５月,1,23,5,9,臨時,平成２３年５月臨時会本会議05月09日-目次,,,,,開　　議　午後１時31分,,,
230509_13,長野県,平成２３年５月,1,23,5,9,臨時,平成２３年５月臨時会本会議05月09日-目次,,,,,議長の選挙……………………………………………………………………………………………………… 11,,,
230509_14,長野県,平成２３年５月,1,23,5,9,臨時,平成２３年５月臨時会本会議05月09日-目次,,,,,議長就任あいさつ,,,
230509_15,長野県,平成２３年５月,1,23,5,9,臨時,平成２３年５月臨時会本会議05月09日-目次,,,,,村　石　正　郎　君……………………………………………………………………………………… 12,,,
230509_16,長野県,平成２３年５月,1,23,5,9,臨時,平成２３年５月臨時会本会議05月09日-目次,,,,,副議長の選挙…………………………………………………………………………………………………… 12,,,
