230620_1,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,第323回愛媛県議会定例会会議録　　第１号,null,null,null
230620_2,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,平成23年６月20日（月曜日）,null,null,null
230620_3,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,〇出席議員　47名,null,null,null
230620_4,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,１番　　菊　池　伸　英,null,null,null
230620_5,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,２番　　兵　頭　　　竜,null,null,null
230620_6,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,３番　　中　　　政　勝,null,null,null
230620_7,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,４番　　逢　坂　節　子,null,null,null
230620_8,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,５番　　西　原　　　司,null,null,null
230620_9,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,６番　　福　田　　　剛,null,null,null
230620_10,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,７番　　古　川　拓　哉,null,null,null
230620_11,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,８番　　松　尾　和　久,null,null,null
230620_12,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,９番　　欠　　　　　番,null,null,null
230620_13,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,10番　　欠　　　　　番,null,null,null
230620_14,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,11番　　欠　　　　　番,null,null,null
230620_15,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,12番　　木　村　　　誉,null,null,null
230620_16,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,13番　　石　川　　　稔,null,null,null
230620_17,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,14番　　玉　井　敏　久,null,null,null
230620_18,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,15番　　横　山　博　幸,null,null,null
230620_19,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,16番　　福　羅　浩　一,null,null,null
230620_20,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,17番　　三　宅　浩　正,null,null,null
230620_21,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,18番　　青　野　　　勝,null,null,null
230620_22,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,19番　　西　田　洋　一,null,null,null
230620_23,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,20番　　中　田　　　廣,null,null,null
230620_24,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,21番　　大　西　　　渡,null,null,null
230620_25,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,22番　　欠　　　　　番,null,null,null
230620_26,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,23番　　欠　　　　　番,null,null,null
230620_27,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,24番　　阿　部　悦　子,null,null,null
230620_28,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,25番　　佐々木　　　泉,null,null,null
230620_29,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,26番　　笹　岡　博　之,null,null,null
230620_30,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,27番　　徳　永　繁　樹,null,null,null
230620_31,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,28番　　高　山　康　人,null,null,null
230620_32,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,29番　　梶　谷　大　治,null,null,null
230620_33,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,30番　　黒　川　洋　介,null,null,null
230620_34,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,31番　　鈴　木　俊　広,null,null,null
230620_35,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,32番　　泉　　　圭　一,null,null,null
230620_36,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,33番　　欠　　　　　番,null,null,null
230620_37,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,34番　　欠　　　　　番,null,null,null
230620_38,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,35番　　欠　　　　　番,null,null,null
230620_39,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,36番　　戒　能　潤之介,null,null,null
230620_40,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,37番　　渡　部　　　浩,null,null,null
230620_41,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,38番　　明　比　昭　治,null,null,null
230620_42,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,39番　　住　田　省　三,null,null,null
230620_43,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,40番　　毛　利　修　三,null,null,null
230620_44,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,41番　　赤　松　泰　伸,null,null,null
230620_45,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,42番　　本　宮　　　勇,null,null,null
230620_46,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,43番　　河　野　忠　康,null,null,null
230620_47,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,44番　　寺　井　　　修,null,null,null
230620_48,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,45番　　横　田　弘　之,null,null,null
230620_49,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,46番　　越　智　　　忍,null,null,null
230620_50,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,47番　　村　上　　　要,null,null,null
230620_51,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,48番　　岡　田　志　朗,null,null,null
230620_52,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,49番　　竹　田　祥　一,null,null,null
230620_53,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,50番　　西　原　進　平,null,null,null
230620_54,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,51番　　清　家　俊　蔵,null,null,null
230620_55,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,52番　　篠　原　　　実,null,null,null
230620_56,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,53番　　森　高　康　行,null,null,null
230620_57,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,54番　　中　畑　保　一,null,null,null
230620_58,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,55番　　山　本　敏　孝,null,null,null
230620_59,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,――――――――――,null,null,null
230620_60,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,〇欠席議員　なし,null,null,null
230620_61,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,――――――――――,null,null,null
230620_62,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,〇欠　　員　なし,null,null,null
230620_63,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,――――――――――,null,null,null
230620_64,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,〇出席理事者,null,null,null
230620_65,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,知事　　　　　　　　　　　　中　村　時　広,null,null,null
230620_66,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,副知事　　　　　　　　　　　高　浜　壮一郎,null,null,null
230620_67,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,知事補佐官　　　　　　　　　上　甲　啓　二,null,null,null
230620_68,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,公営企業管理者　　　　　　　三　好　大三郎,null,null,null
230620_69,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,総務部長　　　　　　　　　　長谷川　淳　二,null,null,null
230620_70,愛媛県,平成23年第322回,1,23,6,20,臨時,平成23年第322回臨時会_第1号6月20日_H230620A,,,,,企画振興部長　　　　　　　　横　田　　　潔,null,null,null
